miRNA	Target Gene  # filtered 'homo sapiens' from http://mirtarbase.mbc.nctu.edu.tw/cache/download/6.1/miRTarBase_WE_MP.xls
hsa-miR-20a-5p	TGFBR2
hsa-miR-18a-5p	SMAD4
hsa-miR-148a-3p	DNMT3B
hsa-miR-19b-3p	TGFBR2
hsa-miR-92a-3p	TGFBR2
hsa-miR-92a-3p	TGFBR2
hsa-miR-214-3p	DAPK1
hsa-miR-520h	ID1
hsa-miR-520h	ID3
hsa-miR-183-5p	SRSF2
hsa-miR-16-5p	AURKB
hsa-miR-326	MSH3
hsa-miR-221-3p	DDIT4
hsa-miR-221-3p	BNIP3
hsa-miR-107	FBXW7
hsa-miR-128-3p	FBXW7
hsa-miR-16-5p	BCL2
hsa-miR-29a-3p	MCL1
hsa-miR-29b-3p	MCL1
hsa-miR-29c-3p	MCL1
hsa-miR-29c-3p	MCL1
hsa-miR-29a-3p	DNMT3A
hsa-miR-29b-3p	DNMT3A
hsa-miR-29c-3p	DNMT3A
hsa-miR-106a-5p	E2F1
hsa-miR-152-3p	DNMT1
hsa-miR-107	GRN
hsa-miR-107	GRN
hsa-let-7a-5p	LIN28A
hsa-miR-34b-3p	CDK4
hsa-miR-34b-3p	MET
hsa-miR-34c-5p	CDK4
hsa-miR-34c-5p	MET
hsa-miR-223-3p	NFIA
hsa-miR-107	NFIA
hsa-miR-15a-5p	BCL2
hsa-miR-15a-5p	NFKB1
hsa-let-7a-5p	NFKB1
hsa-let-7a-5p	BCL2
hsa-miR-24-3p	MYC
hsa-miR-24-3p	E2F2
hsa-miR-24-3p	AURKB
hsa-miR-24-3p	BRCA1
hsa-miR-24-3p	POLD1
hsa-miR-24-3p	CDK4
hsa-miR-24-3p	CCNA2
hsa-miR-24-3p	FEN1
hsa-miR-124-3p	OAF
hsa-miR-124-3p	OAF
hsa-miR-124-3p	NME4
hsa-miR-124-3p	NEK6
hsa-miR-124-3p	MYH9
hsa-miR-124-3p	MYH9
hsa-miR-124-3p	MPHOSPH9
hsa-miR-124-3p	TMEM109
hsa-miR-124-3p	TMEM109
hsa-miR-124-3p	TUBB6
hsa-miR-124-3p	C12orf23
hsa-miR-124-3p	C12orf23
hsa-miR-124-3p	MAPK14
hsa-miR-124-3p	MAPK14
hsa-miR-124-3p	LRRC1
hsa-miR-124-3p	LRRC1
hsa-miR-124-3p	SLC50A1
hsa-miR-124-3p	SLC50A1
hsa-miR-124-3p	LITAF
hsa-miR-124-3p	LITAF
hsa-miR-124-3p	CERS2
hsa-miR-124-3p	CERS2
hsa-miR-124-3p	UHMK1
hsa-miR-124-3p	UHMK1
hsa-miR-124-3p	LIMCH1
hsa-miR-124-3p	LIMCH1
hsa-miR-124-3p	ENDOD1
hsa-miR-124-3p	ENDOD1
hsa-miR-124-3p	ITGB1
hsa-miR-124-3p	ITGB1
hsa-miR-124-3p	IQGAP1
hsa-miR-124-3p	IQGAP1
hsa-miR-124-3p	IFRD2
hsa-miR-124-3p	IFRD2
hsa-miR-124-3p	HTATIP2
hsa-miR-124-3p	HTATIP2
hsa-miR-124-3p	HEBP2
hsa-miR-124-3p	HADH
hsa-miR-124-3p	HADH
hsa-miR-124-3p	GSN
hsa-miR-124-3p	GSN
hsa-miR-124-3p	GNG10
hsa-miR-124-3p	GNG10
hsa-miR-124-3p	GNAI3
hsa-miR-124-3p	GCA
hsa-miR-124-3p	SMCO4
hsa-miR-124-3p	SMCO4
hsa-miR-124-3p	FAM83H
hsa-miR-124-3p	FAM83H
hsa-miR-124-3p	ASPRV1
hsa-miR-124-3p	VPS37C
hsa-miR-124-3p	VPS37C
hsa-miR-124-3p	SPDL1
hsa-miR-124-3p	SPDL1
hsa-miR-124-3p	RBM47
hsa-miR-124-3p	RBM47
hsa-let-7b-5p	BCL7A
hsa-miR-34a-5p	BIRC3
hsa-miR-34a-5p	TNFRSF6B
hsa-miR-124-3p	DRAM1
hsa-miR-124-3p	NECAP2
hsa-miR-124-3p	NECAP2
hsa-miR-124-3p	FCHO2
hsa-miR-124-3p	FCHO2
hsa-miR-124-3p	FAM35A
hsa-miR-124-3p	F11R
hsa-miR-124-3p	F11R
hsa-miR-124-3p	EYA4
hsa-miR-124-3p	ELOVL1
hsa-miR-124-3p	ELOVL1
hsa-miR-124-3p	ELF4
hsa-miR-124-3p	ELF4
hsa-miR-124-3p	TSKU
hsa-miR-124-3p	TSKU
hsa-miR-124-3p	DNM2
hsa-miR-124-3p	DNM2
hsa-miR-124-3p	DNAJC1
hsa-miR-124-3p	DNAJC1
hsa-miR-124-3p	DHCR24
hsa-miR-124-3p	DFFB
hsa-miR-124-3p	DFFB
hsa-miR-124-3p	DCTD
hsa-miR-124-3p	DCTD
hsa-miR-124-3p	CHST14
hsa-miR-124-3p	CYP1B1
hsa-miR-124-3p	CYP1B1
hsa-miR-124-3p	CTNND1
hsa-miR-124-3p	CTNND1
hsa-miR-124-3p	CTGF
hsa-miR-124-3p	CTGF
hsa-miR-124-3p	CTDSP2
hsa-miR-124-3p	CTDSP2
hsa-miR-124-3p	CTDSP1
hsa-miR-124-3p	CTDSP1
hsa-miR-124-3p	FAM57A
hsa-miR-124-3p	FAM57A
hsa-miR-124-3p	CREB3L2
hsa-miR-124-3p	CPNE3
hsa-miR-124-3p	CHSY1
hsa-miR-124-3p	CHSY1
hsa-miR-124-3p	CEBPA
hsa-miR-124-3p	CDK4
hsa-miR-124-3p	CDK4
hsa-miR-124-3p	CDC14B
hsa-miR-124-3p	CDC14B
hsa-miR-124-3p	CDCA7
hsa-miR-124-3p	CDCA7
hsa-miR-124-3p	CD59
hsa-miR-124-3p	CD59
hsa-miR-124-3p	CAV1
hsa-miR-124-3p	CAV1
hsa-miR-124-3p	FAM129B
hsa-miR-124-3p	CLDND1
hsa-miR-124-3p	CLDND1
hsa-miR-124-3p	ZCCHC24
hsa-miR-124-3p	ZCCHC24
hsa-miR-124-3p	B4GALT1
hsa-miR-124-3p	B4GALT1
hsa-miR-124-3p	ARPC1B
hsa-miR-124-3p	ARPC1B
hsa-miR-124-3p	ARHGEF1
hsa-miR-124-3p	ARHGEF1
hsa-miR-124-3p	LDLRAP1
hsa-miR-124-3p	LDLRAP1
hsa-miR-124-3p	ARAF
hsa-miR-124-3p	ARAF
hsa-miR-124-3p	APEX2
hsa-miR-124-3p	APEX2
hsa-miR-124-3p	AP1M2
hsa-miR-124-3p	AP1M2
hsa-miR-124-3p	ANXA8
hsa-miR-124-3p	ANKRD27
hsa-miR-124-3p	ANKRD27
hsa-miR-124-3p	KANK1
hsa-miR-124-3p	KANK1
hsa-miR-124-3p	ALDH9A1
hsa-miR-124-3p	ALDH9A1
hsa-miR-124-3p	AK2
hsa-miR-124-3p	AHR
hsa-miR-124-3p	ACTR8
hsa-miR-124-3p	ABHD5
hsa-miR-124-3p	ABHD5
hsa-miR-1-3p	XPO6
hsa-miR-1-3p	XPO6
hsa-miR-1-3p	XPO6
hsa-miR-1-3p	UST
hsa-miR-1-3p	UST
hsa-miR-1-3p	TRIM2
hsa-miR-1-3p	TRAPPC3
hsa-miR-1-3p	TPM4
hsa-miR-1-3p	TPM4
hsa-miR-1-3p	TPM4
hsa-miR-1-3p	CAND1
hsa-miR-1-3p	CAND1
hsa-miR-1-3p	CAND1
hsa-miR-1-3p	TSPAN4
hsa-miR-1-3p	TIMP3
hsa-miR-1-3p	TIMP3
hsa-miR-1-3p	NELFCD
hsa-miR-1-3p	NELFCD
hsa-miR-1-3p	NELFCD
hsa-miR-1-3p	TDP1
hsa-miR-125b-5p	SAMD10
hsa-miR-125b-5p	QSOX2
hsa-miR-125b-5p	SLC7A6
hsa-miR-125b-5p	RNF144A
hsa-miR-125b-5p	ABCC4
hsa-miR-125b-5p	LYPLA2
hsa-miR-125b-5p	CASC3
hsa-miR-125b-5p	ULK3
hsa-miR-125b-5p	PABPC1
hsa-miR-125b-5p	CGN
hsa-miR-125b-5p	PLEKHA8
hsa-miR-125b-5p	TP53INP1
hsa-miR-125b-5p	SLC35A4
hsa-miR-125b-5p	LACTB
hsa-miR-125b-5p	SMARCD2
hsa-miR-125b-5p	SLC7A1
hsa-miR-1-3p	TAGLN2
hsa-miR-1-3p	TAGLN2
hsa-miR-1-3p	TAGLN2
hsa-miR-1-3p	TAGLN2
hsa-miR-125b-5p	STAT3
hsa-miR-125b-5p	ATXN1
hsa-miR-125b-5p	SEL1L
hsa-miR-125b-5p	KCNS3
hsa-miR-125b-5p	PPAT
hsa-miR-125b-5p	RPL29
hsa-miR-375	TIMM8A
hsa-miR-1-3p	SLC16A9
hsa-miR-1-3p	SLC16A9
hsa-miR-200b-3p	MATR3
hsa-let-7b-5p	CCNJ
hsa-let-7b-5p	AGO3
hsa-let-7b-5p	CDC34
hsa-let-7b-5p	CDK6
hsa-let-7b-5p	PLAGL2
hsa-let-7b-5p	PDE12
hsa-let-7b-5p	CDC25A
hsa-let-7b-5p	DZIP1
hsa-let-7b-5p	SIGMAR1
hsa-let-7b-5p	SIGMAR1
hsa-let-7b-5p	DLC1
hsa-let-7b-5p	NXT2
hsa-let-7b-5p	E2F6
hsa-let-7b-5p	GPX7
hsa-let-7b-5p	SSR1
hsa-let-7b-5p	YAP1
hsa-let-7b-5p	GZF1
hsa-let-7b-5p	SOX9
hsa-let-7b-5p	RRM2
hsa-let-7b-5p	AURKA
hsa-let-7b-5p	FARP1
hsa-let-7b-5p	CPED1
hsa-let-7b-5p	CBFB
hsa-let-7b-5p	RCAN1
hsa-let-7b-5p	CDCA7
hsa-let-7b-5p	TAB2
hsa-let-7b-5p	GTF2I
hsa-let-7b-5p	ARID3A
hsa-let-7b-5p	DMD
hsa-let-7b-5p	CCNF
hsa-miR-203a-3p	SOCS3
hsa-miR-1-3p	SRSF9
hsa-miR-1-3p	SRSF9
hsa-miR-1-3p	SRSF9
hsa-miR-34a-5p	EMP1
hsa-miR-1-3p	SERPINB5
hsa-miR-1-3p	SERP1
hsa-miR-1-3p	SERP1
hsa-miR-1-3p	SDC4
hsa-miR-1-3p	SDC4
hsa-miR-1-3p	RNF138
hsa-miR-1-3p	RNF138
hsa-miR-1-3p	RABL2B
hsa-miR-1-3p	RABL2A
hsa-miR-1-3p	RABGAP1L
hsa-miR-1-3p	RAB11FIP2
hsa-miR-1-3p	TWF1
hsa-miR-1-3p	TWF1
hsa-miR-1-3p	TWF1
hsa-miR-1-3p	PREX1
hsa-miR-1-3p	POM121
hsa-miR-1-3p	POM121
hsa-miR-1-3p	POLR2K
hsa-miR-1-3p	POGK
hsa-miR-1-3p	PLEKHB2
hsa-miR-1-3p	PLEKHB2
hsa-miR-155-5p	ZNF236
hsa-miR-155-5p	LAT2
hsa-miR-155-5p	PAPOLA
hsa-miR-155-5p	EHD1
hsa-miR-155-5p	SERTAD2
hsa-miR-155-5p	PELI1
hsa-miR-155-5p	KBTBD2
hsa-miR-155-5p	HNRNPA3P1
hsa-miR-155-5p	SLC39A10
hsa-miR-155-5p	KRAS
hsa-miR-155-5p	KRAS
hsa-miR-155-5p	CAMTA1
hsa-miR-155-5p	NAMPT
hsa-miR-155-5p	CREBRF
hsa-miR-155-5p	ETS1
hsa-miR-155-5p	TLE4
hsa-let-7a-5p	NF2
hsa-miR-181b-5p	TCL1A
hsa-miR-29b-3p	TCL1A
hsa-miR-143-3p	MAPK7
hsa-miR-143-3p	MAPK7
hsa-miR-30a-5p	HNRNPM
hsa-miR-30a-5p	ELMOD2
hsa-miR-30a-5p	TNFRSF10B
hsa-miR-30a-5p	ITGA2
hsa-miR-30a-5p	TMEM87A
hsa-miR-30a-5p	IDH1
hsa-miR-30a-5p	SEC62
hsa-miR-30a-5p	CHD1
hsa-miR-30a-5p	JUN
hsa-miR-30a-5p	SLC4A10
hsa-miR-30a-5p	NT5E
hsa-miR-30a-5p	LMNB2
hsa-miR-30a-5p	SLC4A7
hsa-miR-30a-5p	TMEM41B
hsa-miR-30a-5p	CPNE8
hsa-miR-30a-5p	MBNL1
hsa-miR-30a-5p	KDELC2
hsa-miR-30a-5p	ATP2A2
hsa-miR-30a-5p	TMEM59
hsa-miR-30a-5p	TMED10
hsa-miR-30a-5p	TMED3
hsa-miR-30a-5p	SLC38A1
hsa-miR-30a-5p	NUFIP2
hsa-miR-30a-5p	IFRD1
hsa-miR-30a-5p	PEX11B
hsa-miR-30a-5p	SLC7A11
hsa-miR-30a-5p	SLC9A3R2
hsa-miR-30a-5p	GPD2
hsa-miR-30a-5p	NAPG
hsa-miR-30a-5p	PTGFRN
hsa-miR-30a-5p	GALNT7
hsa-miR-30a-5p	NCEH1
hsa-miR-30a-5p	SEC23A
hsa-miR-30a-5p	PBRM1
hsa-miR-30a-5p	MLLT11
hsa-miR-30a-5p	GALNT1
hsa-miR-30a-5p	DPY19L1
hsa-miR-30a-5p	C1D
hsa-miR-30a-5p	LTN1
hsa-miR-30a-5p	NPR3
hsa-miR-30a-5p	SLC38A2
hsa-miR-30a-5p	PTPRK
hsa-miR-30a-5p	WNT5A
hsa-miR-30a-5p	G3BP1
hsa-miR-30a-5p	TWF1
hsa-miR-30a-5p	ATRX
hsa-miR-30a-5p	MET
hsa-miR-30a-5p	P4HA2
hsa-miR-30a-5p	LRRC8C
hsa-miR-30a-5p	MPDU1
hsa-miR-30a-5p	THEM4
hsa-miR-30a-5p	RAD23B
hsa-miR-30a-5p	CNPY4
hsa-miR-30a-5p	KRT85
hsa-miR-30a-5p	PGM1
hsa-miR-30a-5p	SLC12A4
hsa-miR-30a-5p	PTRH1
hsa-miR-30a-5p	CDCP1
hsa-miR-30a-5p	ADPGK
hsa-miR-30a-5p	PPP3R1
hsa-miR-30a-5p	GNAI2
hsa-miR-30a-5p	LRRFIP1
hsa-miR-30a-5p	PAFAH1B2
hsa-miR-30a-5p	NT5C3A
hsa-miR-30a-5p	TMCO1
hsa-miR-30a-5p	TMED7
hsa-miR-30a-5p	TMED2
hsa-miR-30a-5p	PPP2R4
hsa-miR-30a-5p	CEP72
hsa-miR-30a-5p	MTX3
hsa-miR-30a-5p	STRN
hsa-miR-30a-5p	SEC11C
hsa-miR-30a-5p	RRP36
hsa-miR-30a-5p	RBMS1
hsa-miR-30a-5p	TBCB
hsa-miR-30a-5p	TNFAIP2
hsa-miR-30a-5p	RAB27B
hsa-miR-30a-5p	PPP3CA
hsa-miR-30a-5p	STX7
hsa-miR-30a-5p	UAP1
hsa-miR-30a-5p	LIMCH1
hsa-miR-30a-5p	DOCK7
hsa-miR-30a-5p	SYPL1
hsa-miR-30a-5p	NCL
hsa-miR-30a-5p	NUCB1
hsa-miR-30a-5p	RQCD1
hsa-miR-30a-5p	FXR2
hsa-miR-30a-5p	C5orf15
hsa-miR-30a-5p	AP2A1
hsa-miR-30a-5p	PRPF40A
hsa-miR-30a-5p	ANPEP
hsa-miR-30a-5p	MYO10
hsa-miR-30a-5p	MAT2A
hsa-miR-30a-5p	CTSL1
hsa-miR-30a-5p	FRG1
hsa-miR-30a-5p	WDR82
hsa-miR-30a-5p	CBFB
hsa-let-7b-5p	RDH10
hsa-let-7b-5p	GPR56
hsa-let-7b-5p	POM121
hsa-let-7b-5p	TYMS
hsa-let-7b-5p	FAM96A
hsa-let-7b-5p	CIAO1
hsa-let-7b-5p	NCAPG2
hsa-let-7b-5p	SLC1A4
hsa-let-7b-5p	IGF2BP1
hsa-let-7b-5p	GRPEL2
hsa-let-7b-5p	SLC25A32
hsa-let-7b-5p	CCBL2
hsa-let-7b-5p	MARS2
hsa-let-7b-5p	SNAP23
hsa-let-7b-5p	DCTPP1
hsa-let-7b-5p	NEDD4
hsa-let-7b-5p	DHX57
hsa-let-7b-5p	EDEM3
hsa-let-7b-5p	SCYL1
hsa-let-7b-5p	MTRR
hsa-let-7b-5p	THBS1
hsa-let-7b-5p	PPP1R7
hsa-let-7b-5p	IFIT5
hsa-let-7b-5p	SPRYD4
hsa-let-7b-5p	CDKAL1
hsa-let-7b-5p	FADS2
hsa-let-7b-5p	SLC25A24
hsa-let-7b-5p	TTC9C
hsa-let-7b-5p	CHPF2
hsa-let-7b-5p	ATP6V1F
hsa-let-7b-5p	DUSP23
hsa-let-7b-5p	MLLT1
hsa-let-7b-5p	COMMD9
hsa-let-7b-5p	DOCK5
hsa-let-7b-5p	CCDC115
hsa-let-7b-5p	DUSP12
hsa-let-7b-5p	CARHSP1
hsa-let-7b-5p	CALCOCO2
hsa-let-7b-5p	IPO4
hsa-let-7b-5p	PGRMC1
hsa-let-7b-5p	CSNK1D
hsa-let-7b-5p	ALG3
hsa-let-7b-5p	ATAD3B
hsa-let-7b-5p	UHRF1
hsa-let-7b-5p	ARL15
hsa-let-7b-5p	NXN
hsa-let-7b-5p	PRIM1
hsa-let-7b-5p	UGT8
hsa-let-7b-5p	CAPG
hsa-let-7b-5p	AKAP8
hsa-let-7b-5p	RHOB
hsa-let-7b-5p	CHMP2A
hsa-let-7b-5p	MAP7D1
hsa-let-7b-5p	DSP
hsa-let-7b-5p	NAA25
hsa-let-7b-5p	PTGS2
hsa-let-7b-5p	NUDT19
hsa-let-7b-5p	MGME1
hsa-let-7b-5p	IFRD1
hsa-let-7b-5p	RRP1B
hsa-let-7b-5p	GGCT
hsa-let-7b-5p	ANAPC1
hsa-let-7b-5p	TMEM2
hsa-let-7b-5p	FNDC3A
hsa-let-7b-5p	RBM19
hsa-let-7b-5p	FAM105A
hsa-let-7b-5p	PXDN
hsa-let-7b-5p	GYS1
hsa-let-7b-5p	MMS22L
hsa-let-7b-5p	POLD2
hsa-let-7b-5p	PRRC2A
hsa-let-7b-5p	VPS39
hsa-let-7b-5p	C1orf27
hsa-let-7b-5p	GDE1
hsa-let-7b-5p	FAM203A
hsa-let-7b-5p	SLC25A13
hsa-let-7b-5p	MRPS24
hsa-let-7b-5p	MRM1
hsa-let-7b-5p	ERC1
hsa-let-7b-5p	TRMT1
hsa-let-7b-5p	RHOG
hsa-let-7b-5p	NAA40
hsa-let-7b-5p	MRPS33
hsa-let-7b-5p	GTPBP3
hsa-let-7b-5p	RPP38
hsa-let-7b-5p	TAF9B
hsa-let-7b-5p	SPCS3
hsa-let-7b-5p	TRABD
hsa-let-7b-5p	AARSD1
hsa-let-7b-5p	IGF2BP2
hsa-let-7b-5p	AURKB
hsa-let-7b-5p	RRP8
hsa-let-7b-5p	GEMIN7
hsa-let-7b-5p	HMGA1
hsa-let-7b-5p	HMGA1
hsa-let-7b-5p	SLC35F6
hsa-let-7b-5p	POLR2C
hsa-let-7b-5p	CDIPT
hsa-let-7b-5p	ATP6V0A1
hsa-miR-155-5p	PICALM
hsa-miR-155-5p	FAR1
hsa-miR-155-5p	EDEM3
hsa-miR-155-5p	DSG2
hsa-miR-155-5p	CBFB
hsa-miR-155-5p	DHX40
hsa-miR-155-5p	PTPRJ
hsa-miR-155-5p	SCAMP1
hsa-miR-155-5p	TXNRD1
hsa-miR-155-5p	VAMP3
hsa-miR-155-5p	TRAM1
hsa-miR-155-5p	SDCBP
hsa-miR-155-5p	SDCBP
hsa-miR-155-5p	LY6K
hsa-miR-155-5p	RCN2
hsa-miR-155-5p	ANKFY1
hsa-miR-155-5p	MYO10
hsa-miR-155-5p	TWF1
hsa-miR-155-5p	TWF1
hsa-miR-155-5p	C3orf58
hsa-miR-155-5p	PKN2
hsa-miR-155-5p	TBCA
hsa-miR-155-5p	FMNL2
hsa-miR-155-5p	TNFRSF10A
hsa-miR-155-5p	MSI2
hsa-miR-155-5p	SYPL1
hsa-miR-155-5p	UFL1
hsa-miR-155-5p	HSDL1
hsa-miR-155-5p	ARID2
hsa-miR-155-5p	POLE3
hsa-miR-155-5p	MYO1E
hsa-miR-155-5p	BRPF3
hsa-miR-155-5p	HSD17B12
hsa-miR-155-5p	RCOR1
hsa-miR-155-5p	METTL7A
hsa-miR-155-5p	ARFIP1
hsa-miR-155-5p	WDFY1
hsa-miR-155-5p	SLC25A40
hsa-miR-155-5p	CLDN1
hsa-miR-155-5p	CLDN1
hsa-miR-155-5p	TRIM32
hsa-miR-155-5p	TRIM32
hsa-miR-155-5p	PSMG1
hsa-miR-155-5p	UBE2J1
hsa-miR-155-5p	BET1
hsa-miR-155-5p	RAB34
hsa-miR-155-5p	PRAF2
hsa-miR-155-5p	SLC30A1
hsa-miR-155-5p	PRKCI
hsa-miR-155-5p	RHEB
hsa-miR-155-5p	RHEB
hsa-miR-155-5p	MPZL1
hsa-miR-155-5p	ARL10
hsa-miR-155-5p	PHC2
hsa-miR-155-5p	ATG3
hsa-miR-155-5p	LPL
hsa-miR-155-5p	SMAD1
hsa-miR-155-5p	ARL5B
hsa-miR-155-5p	FADS1
hsa-miR-155-5p	PODXL
hsa-miR-155-5p	TRIP13
hsa-miR-155-5p	PPL
hsa-miR-155-5p	PPL
hsa-miR-155-5p	TXNDC12
hsa-miR-155-5p	CTNNB1
hsa-miR-155-5p	IKBIP
hsa-miR-155-5p	RAB23
hsa-miR-155-5p	CDK5RAP3
hsa-miR-155-5p	RAB6A
hsa-miR-155-5p	PDE3A
hsa-miR-155-5p	NT5E
hsa-miR-155-5p	LCLAT1
hsa-miR-155-5p	PDLIM5
hsa-miR-155-5p	CHAF1A
hsa-miR-155-5p	POLE4
hsa-miR-155-5p	RAI14
hsa-miR-155-5p	NARS
hsa-miR-155-5p	MOSPD2
hsa-miR-155-5p	CUL4B
hsa-miR-155-5p	AMIGO2
hsa-miR-155-5p	CYP51A1
hsa-miR-155-5p	SYNE2
hsa-miR-155-5p	VEZF1
hsa-miR-155-5p	RAB5C
hsa-miR-155-5p	SACM1L
hsa-miR-155-5p	SH3BP4
hsa-miR-155-5p	PPP5C
hsa-miR-155-5p	PLXND1
hsa-miR-155-5p	DNAJC19
hsa-miR-155-5p	ARFIP2
hsa-miR-155-5p	DCAF7
hsa-miR-155-5p	ATP6V1C1
hsa-miR-155-5p	RAB27B
hsa-miR-155-5p	SNAP29
hsa-miR-155-5p	ERMP1
hsa-miR-155-5p	MARC1
hsa-miR-155-5p	TACSTD2
hsa-miR-155-5p	GNA13
hsa-miR-155-5p	KRT80
hsa-miR-155-5p	DNAJB1
hsa-miR-155-5p	DPP7
hsa-miR-16-5p	ARL2
hsa-miR-16-5p	ARL2
hsa-miR-16-5p	TNFSF9
hsa-miR-16-5p	KCNN4
hsa-miR-16-5p	IFRD1
hsa-miR-16-5p	PHLDB2
hsa-miR-16-5p	FGF2
hsa-miR-16-5p	SLC25A22
hsa-miR-16-5p	GSTM4
hsa-miR-16-5p	VTI1B
hsa-miR-16-5p	VTI1B
hsa-miR-16-5p	GALNT7
hsa-miR-16-5p	ALG3
hsa-miR-16-5p	ALG3
hsa-miR-16-5p	ADSS
hsa-miR-16-5p	PISD
hsa-miR-16-5p	HMOX1
hsa-miR-16-5p	RARS
hsa-miR-16-5p	RARS
hsa-miR-16-5p	ATG9A
hsa-miR-16-5p	SRPR
hsa-miR-16-5p	RAB30
hsa-miR-16-5p	NPR3
hsa-miR-16-5p	PSAT1
hsa-miR-16-5p	NAA25
hsa-miR-16-5p	RTN4
hsa-miR-16-5p	RTN4
hsa-miR-16-5p	TOR4A
hsa-miR-16-5p	SLC38A1
hsa-miR-16-5p	C9orf89
hsa-miR-16-5p	TPM3
hsa-miR-16-5p	SQSTM1
hsa-miR-16-5p	MMS19
hsa-miR-16-5p	MMS19
hsa-miR-16-5p	LUZP1
hsa-miR-16-5p	ACP2
hsa-miR-16-5p	SEC24A
hsa-miR-16-5p	ZNF622
hsa-miR-16-5p	PURA
hsa-miR-16-5p	TOMM34
hsa-miR-16-5p	TOMM34
hsa-miR-16-5p	NOB1
hsa-miR-16-5p	SRPRB
hsa-miR-16-5p	CHORDC1
hsa-miR-16-5p	IFRD2
hsa-miR-16-5p	PNPLA6
hsa-miR-16-5p	EPT1
hsa-miR-16-5p	CA12
hsa-miR-16-5p	GFPT1
hsa-miR-16-5p	PPIF
hsa-miR-16-5p	ARHGDIA
hsa-miR-16-5p	LYPLA2
hsa-miR-16-5p	YIF1B
hsa-miR-16-5p	TMEM43
hsa-miR-16-5p	EIF4E
hsa-miR-16-5p	SLC16A3
hsa-miR-16-5p	SHOC2
hsa-miR-16-5p	ZNF384
hsa-miR-16-5p	TMEM109
hsa-miR-16-5p	PAFAH1B2
hsa-miR-16-5p	DNAJB4
hsa-miR-16-5p	NAPG
hsa-miR-16-5p	HARS
hsa-miR-16-5p	LAMTOR3
hsa-miR-16-5p	KPNA3
hsa-miR-16-5p	TXN2
hsa-miR-16-5p	MLLT11
hsa-miR-16-5p	IPO4
hsa-miR-16-5p	C9orf114
hsa-miR-16-5p	PTGS2
hsa-miR-16-5p	LAMTOR5
hsa-miR-16-5p	SPTLC1
hsa-miR-16-5p	ABCF2
hsa-miR-16-5p	UBE2V1
hsa-miR-16-5p	PANX1
hsa-miR-16-5p	PLK1
hsa-miR-16-5p	PTCD3
hsa-miR-16-5p	GFM1
hsa-miR-16-5p	UBE2S
hsa-miR-16-5p	MCU
hsa-miR-16-5p	HARS2
hsa-miR-16-5p	CACNA2D1
hsa-miR-16-5p	F2
hsa-miR-16-5p	UBE4A
hsa-miR-16-5p	SLC38A5
hsa-miR-16-5p	RFT1
hsa-miR-16-5p	CDK5RAP1
hsa-miR-16-5p	LAMC1
hsa-miR-16-5p	FNDC3B
hsa-miR-16-5p	SLC7A1
hsa-miR-16-5p	SERPINE2
hsa-miR-16-5p	SLC12A2
hsa-miR-16-5p	EGFR
hsa-miR-16-5p	IGF2R
hsa-miR-16-5p	NOTCH2
hsa-miR-16-5p	UTP15
hsa-miR-16-5p	ITGA2
hsa-miR-16-5p	GNL3L
hsa-miR-16-5p	GPAM
hsa-miR-16-5p	NAA15
hsa-miR-16-5p	PPP2R5C
hsa-miR-16-5p	LAMTOR2
hsa-miR-16-5p	MRPL20
hsa-miR-16-5p	ABHD10
hsa-miR-1-3p	PTMA
hsa-miR-1-3p	PTMA
hsa-miR-1-3p	ZNF384
hsa-miR-1-3p	EGFR
hsa-miR-1-3p	MET
hsa-miR-1-3p	MET
hsa-miR-1-3p	MET
hsa-miR-1-3p	GPD2
hsa-miR-1-3p	GPD2
hsa-miR-1-3p	SNAPIN
hsa-miR-1-3p	PRSS21
hsa-miR-1-3p	SAC3D1
hsa-miR-1-3p	CPOX
hsa-miR-1-3p	TPM3
hsa-miR-1-3p	TPM3
hsa-miR-1-3p	SLC25A1
hsa-miR-1-3p	SLC25A1
hsa-miR-1-3p	ANXA2
hsa-miR-1-3p	ANXA2
hsa-miR-1-3p	ASH2L
hsa-miR-1-3p	NSUN4
hsa-miR-1-3p	G6PD
hsa-miR-1-3p	G6PD
hsa-miR-1-3p	SYNE1
hsa-miR-1-3p	NRP1
hsa-miR-1-3p	CDCP1
hsa-miR-1-3p	CDCP1
hsa-miR-1-3p	GAK
hsa-miR-1-3p	NOTCH2
hsa-miR-1-3p	NOTCH2
hsa-miR-1-3p	BRI3BP
hsa-miR-1-3p	BRI3BP
hsa-miR-1-3p	IRF2BPL
hsa-miR-1-3p	SFXN1
hsa-miR-1-3p	SFXN1
hsa-miR-1-3p	ATP6V0A1
hsa-miR-1-3p	SEC23IP
hsa-miR-1-3p	PICALM
hsa-miR-1-3p	PICALM
hsa-miR-1-3p	THBS1
hsa-miR-1-3p	WDR11
hsa-miR-1-3p	ITGB4
hsa-miR-1-3p	SNX6
hsa-miR-1-3p	PWP1
hsa-miR-1-3p	MOV10
hsa-miR-1-3p	MOV10
hsa-miR-1-3p	TPM2
hsa-miR-1-3p	TPM2
hsa-miR-1-3p	MON2
hsa-miR-1-3p	PTBP2
hsa-miR-1-3p	AGMAT
hsa-miR-1-3p	ANP32B
hsa-miR-1-3p	ADPGK
hsa-miR-1-3p	TMX1
hsa-miR-1-3p	RNF213
hsa-miR-1-3p	UHRF1
