source	target
860	3725
23636	53371
854745	853332
11284	7515
853098	854791
854449	850712
854827	852404
991	10574
852931	856058
2540292	2541446
55917	6801
850638	855701
851874	853109
5468	10891
2071	2968
6720	2033
856218	852873
6197	5594
853906	856303
852947	854680
817857	825286
3064	1387
5518	5515
7158	3014
850347	853167
267	7415
851678	855934
7704	3065
856919	856570
854543	855177
852122	856754
856422	851557
852497	853191
1869	7027
672	10477
2540292	2539794
821055	834719
55905	54739
855041	851858
4171	4175
852892	855844
850966	853598
856870	856781
142	2547
898	3009
852665	852283
853167	852294
852834	854284
853500	852385
853985	855485
2099	9611
851226	852675
7957	378884
851897	856146
8773	8676
856607	854284
1616	6613
25942	4084
856919	851984
11073	641
850577	855479
856267	855591
1026	4194
839925	839925
9108	66036
856422	851408
51103	51295
852582	854020
5175	5777
7443	7157
5692	5684
851544	856510
851623	852352
856743	850760
861	865
851874	855489
5469	9968
4287	5071
851190	852499
853017	856220
854765	855620
6613	9063
856741	851527
852107	853650
367	5080
2801	64689
3560	3716
112869	55578
1107	3066
852397	851259
851903	854345
2543086	2543086
851431	854995
853956	850682
7157	2074
6737	6737
7317	7321
8945	8454
994	7533
853275	851019
23097	9862
84444	4300
2324	6464
10006	55740
852652	851672
10910	3320
850760	852492
853956	850695
51684	2735
2542615	2539219
855674	856425
71950	66830
851740	853350
851723	856499
79753	22938
9532	10273
51135	3654
57459	53615
851163	855505
23468	10951
51529	11065
855073	851781
851678	856126
25820	7332
8945	84919
5468	8204
854937	852352
852788	851441
2539047	2543044
5685	5687
8945	324
843928	839982
2353	1386
3837	4928
852724	850888
850539	850539
8451	10987
1022	902
855599	851319
5682	5690
12402	12928
6880	10629
852659	856319
850504	850504
851112	856062
54556	10524
850296	854504
855204	855119
854082	851737
7337	5710
852416	854749
7515	54840
852250	854622
23291	10845
1615	7965
2188	2189
852100	852258
7251	10015
10980	51138
850638	856106
150684	170622
821452	843839
8452	9817
10015	10015
4609	4149
825473	821879
64210	2068
7520	2547
853985	856743
6045	57332
10856	3065
855458	853082
2539773	2540292
850594	851935
4988	10048
853167	855701
2533	8631
8850	8850
850554	851408
852427	852772
854428	853418
123879	8452
850598	855049
856823	851643
5901	5902
9694	10328
10189	7919
1025	3899
852805	855144
851458	854335
855269	854078
2033	207
23028	10362
856870	854402
3708	672
2534	5588
1642	1643
6809	9341
9031	8467
5537	9701
5688	5687
8795	8772
596	572
852660	854273
854150	855616
6772	2475
6885	10454
51010	54512
54556	8295
827605	818199
852974	853896
852995	855730
843133	834224
3993	5584
112858	51002
29843	6613
23028	23186
1173	613
854020	852607
1630	6125
855003	856767
856183	854345
154796	154810
2541178	2541209
8350	25842
851723	855017
6615	3065
853219	855041
23492	6015
851052	851427
854162	854023
51010	118460
853896	852974
3020	55723
2542615	2540285
991	9232
856723	855664
851632	851548
856911	854204
5111	5425
852013	856317
855428	855788
4297	4221
852916	852916
6606	25929
10670	64121
10891	3172
851051	850504
10524	367
11130	79003
5516	5527
851482	855271
11140	3320
851100	855360
5692	5691
5518	5527
1017	672
854465	855974
11047	5707
856882	851415
10284	10921
7415	79058
853327	852275
854350	856870
853639	856395
10892	7189
850658	852295
855925	855470
854063	855203
853956	855664
55588	5469
855253	852025
851579	853909
850585	853513
4792	5970
851962	852885
22863	8678
5977	6598
3320	3303
5501	23076
856511	856511
5499	23368
958	7188
852250	852235
1147	8202
8471	11188
856323	856323
853298	850694
850782	852660
850930	851190
54165	8451
11228	7159
64798	2475
8665	10480
851071	856146
9531	3308
1051	2033
853718	854928
56353	19821
1956	983
854230	852295
851415	854399
79960	11143
88	3741
9643	93621
4193	409
22820	22818
3586	3587
4193	1915
4790	3065
2539219	2540589
80854	6881
406	4862
854814	852789
856919	850839
850889	854543
855668	855624
10213	11047
81631	8878
854399	851415
23595	23594
8428	11235
2908	3320
853846	850597
856216	850623
3725	5371
851337	851431
853463	856746
1399	2057
851520	851520
7157	9112
828881	827001
6597	6598
661	10623
854017	850744
855264	851975
26272	8454
4193	5371
7189	7046
851813	851520
852814	852497
7186	3604
851500	854976
818568	831441
92597	23012
856130	852100
855428	850455
853191	852766
851259	850636
2066	1742
51343	991
148022	7189
7013	54984
855674	852265
23012	55233
855428	856186
7874	4193
8819	3065
854150	853364
853896	853896
5894	10971
1874	5933
852755	851988
852234	855520
853922	850334
