condition	gene_symbol
HPV6B-E5A	SFXN3
HPV6B-E5A	TMEM109
HPV6B-E5A	TRAM1
HPV6B-E5A	F2R
HPV6B-E5A	FAM134C
HPV6B-E5A	RNF5
HPV6B-E5A	LPCAT3
HPV6B-E5A	STOM
HPV6B-E5A	ATP13A3
HPV6B-E5A	GCN1L1
HPV6B-E5A	PTK7
HPV6B-E5A	HSD17B12
HPV6B-E5A	CAV1
HPV6B-E5A	SSR3
HPV6B-E5A	PLXNB2
HPV6B-E5A	DNAJC13
HPV6B-E5A	MBOAT7
HPV6B-E5A	SCAMP3
HPV6B-E5A	TRPA1
HPV6B-E5A	GOLT1B
HPV6B-E5A	SLC5A3
HPV6B-E5A	HMOX2
HPV6B-E5A	UBAC2
HPV6B-E5A	ATP5H
HPV6B-E5A	RNF170
HPV6B-E5A	SRPRB
HPV6B-E5A	DERL1
HPV6B-E5A	WLS
HPV6B-E5A	ATP2B4
HPV6B-E5A	SLC35A2
HPV6B-E5A	C6orf64
HPV6B-E5A	SLC22A17
HPV6B-E5A	DNAJC16
HPV6B-E5A	TMEM33
HPV6B-E5A	USMG5
HPV6B-E5A	ASPH
HPV6B-E5A	ATP1A1
HPV6B-E5A	CEPT1
HPV6B-E5A	FAM36A
HPV6B-E5A	CLU
HPV6B-E5A	FADS2
HPV6B-E5A	SLC30A7
HPV6B-E5A	ESYT1
HPV6B-E5A	SLC35B2
HPV6B-E5A	MPZL1
HPV6B-E5A	ABCD1
HPV6B-E5A	SLC7A5
HPV6B-E5A	MMP14
HPV6B-E5A	ATRN
HPV6B-E5A	SLC38A10
HPV6B-E5A	RAB5C
HPV6B-E5A	DAD1
HPV6B-E5A	HM13
HPV6B-E5A	VKORC1L1
HPV6B-E5A	DHCR24
HPV6B-E5A	CDS2
HPV6B-E5A	TMEM184C
HPV6B-E5A	ICMT
HPV6B-E5A	PHB2
HPV6B-E5A	C2orf47
HPV6B-E5A	CANX
HPV6B-E5A	ATP8
HPV6B-E5A	ZFPL1
HPV6B-E5A	ENDOD1
HPV6B-E5A	PTPLAD1
HPV6B-E5A	UNC93B1
HPV6B-E5A	AFG3L2
HPV6B-E5A	ABCC1
HPV6B-E5A	COMT
HPV6B-E5A	SLC7A11
HPV6B-E5A	S100A16
HPV6B-E5A	S1PR3
HPV6B-E5A	FAS
HPV6B-E5A	PDGFRB
HPV6B-E5A	GALNT2
HPV6B-E5A	CHP
HPV6B-E5A	TM9SF2
HPV6B-E5A	PBXIP1
HPV6B-E5A	ATP6
HPV6B-E5A	RNFT1
HPV6B-E5A	SLC27A4
HPV6B-E5A	TMEM159
HPV6B-E5A	SLC3A2
HPV6B-E5A	BDKRB2
HPV6B-E5A	ALG1
HPV6B-E5A	CERS2
HPV6B-E5A	SEC61B
HPV6B-E5A	LOX
HPV6B-E5A	TMEM87A
HPV6B-E5A	GLIPR1
HPV6B-E5A	RAP1A
HPV6B-E5A	FAF2
HPV6B-E5A	MXRA8
HPV6B-E5A	TRPV2
HPV6B-E5A	ACSL4
HPV6B-E5A	TM9SF1
HPV6B-E5A	AIFM1
HPV6B-E5A	BSCL2
HPV6B-E5A	C19orf6
HPV6B-E5A	SPTLC2
HPV6B-E5A	RABL3
HPV6B-E5A	SLC16A3
HPV6B-E5A	PGRMC1
HPV6B-E5A	RDH11
HPV6B-E5A	PGRMC2
HPV6B-E5A	ABCB7
HPV6B-E5A	CPT1A
HPV6B-E5A	TMEM87B
HPV6B-E5A	CLCC1
HPV6B-E5A	PRAF2
HPV6B-E5A	MTCH2
HPV6B-E5A	TBL2
HPV6B-E5A	YIPF3
HPV6B-E5A	AUP1
HPV6B-E5A	SCAMP4
HPV6B-E5A	UBIAD1
HPV6B-E5A	VAPB
HPV6B-E5A	SLC35F5
HPV6B-E5A	PLD3
HPV6B-E5A	TMEM115
HPV6B-E5A	MYOF
HPV6B-E5A	SCFD1
HPV6B-E5A	KIAA1715
HPV6B-E5A	ATP2C1
HPV6B-E5A	RP2
HPV6B-E5A	SEC63
HPV6B-E5A	PTDSS2
HPV6B-E5A	CNP
HPV6B-E5A	IGF2R
HPV6B-E5A	RAB18
HPV6B-E5A	STT3A
HPV6B-E5A	SPTLC1
HPV6B-E5A	PIGO
HPV6B-E5A	FADS1
HPV6B-E5A	RPN2
HPV6B-E5A	SACM1L
HPV6B-E5A	TM9SF3
HPV6B-E5A	TMCO3
HPV6B-E5A	APOB
HPV6B-E5A	NOTCH2
HPV6B-E5A	PIGT
HPV6B-E5A	SEC61A1
HPV6B-E5A	TMEM161A
HPV6B-E5A	ATAD3A
HPV6B-E5A	BSG
HPV6B-E5A	TRPM4
HPV6B-E5A	ABCC4
HPV6B-E5A	SNX19
HPV6B-E5A	KDSR
HPV6B-E5A	RPS27L
HPV6B-E5A	ACSL3
HPV6B-E5A	FZD6
HPV6B-E5A	S100A13
HPV6B-E5A	PSMC4
HPV6B-E5A	WFS1
HPV6B-E5A	TMEM175
HPV6B-E5B	RPL13A
HPV6B-E5B	GLIPR1
HPV6B-E5B	MPZL1
HPV6B-E5B	TMEM109
HPV6B-E5B	STOM
HPV6B-E5B	RPL37A
HPV6B-E5B	GPD2
HPV6B-E5B	ENG
HPV6B-E5B	MXRA8
HPV6B-E5B	PGRMC2
HPV6B-E5B	DNAJB9
HPV6B-E5B	SGPL1
HPV6B-E5B	CHRM2
HPV6B-E5B	SLC3A2
HPV6B-E5B	PKD2
HPV6B-E5B	SLC4A2
HPV6B-E5B	CHCHD3
HPV6B-E5B	CPT1A
HPV6B-E5B	PCYOX1
HPV6B-E5B	GALNT5
HPV6B-E5B	IKBIP
HPV6B-E5B	DNAJC16
HPV6B-E5B	SQRDL
HPV6B-E5B	ERLIN1
HPV6B-E5B	SLC25A11
HPV6B-E5B	RFTN1
HPV6B-E5B	SNX14
HPV6B-E5B	SPNS1
HPV6B-E5B	SELK
HPV6B-E5B	PNPLA6
HPV6B-E5B	ACSL3
HPV6B-E5B	SURF4
HPV6B-E5B	SPTLC2
HPV6B-E5B	VKORC1L1
HPV6B-E5B	ENDOD1
HPV6B-E5B	PRAF2
HPV6B-E5B	USMG5
HPV6B-E5B	QSOX1
HPV6B-E5B	HMOX2
HPV6B-E5B	COPA
HPV6B-E5B	VKORC1
HPV6B-E5B	NDUFA4
HPV6B-E5B	ABCD1
HPV6B-E5B	RAB18
HPV6B-E5B	COPE
HPV6B-E5B	RHOT1
HPV6B-E5B	CDS2
HPV6B-E5B	SPTLC1
HPV6B-E5B	RPS13
HPV6B-E5B	QPCTL
HPV6B-E5B	GPX8
HPV6B-E5B	PTRF
HPV6B-E5B	RPS27
HPV6B-E5B	NOTCH2
HPV6B-E5B	TIMM50
HPV6B-E5B	SLC2A1
HPV6B-E5B	SRPRB
HPV6B-E5B	GJA1
HPV6B-E5B	FAF2
HPV6B-E5B	PSMD1
HPV6B-E5B	GREM1
HPV6B-E5B	RDH14
HPV6B-E5B	PON2
HPV6B-E5B	SRRM2
HPV6B-E5B	STAU1
HPV6B-E5B	TAP1
HPV6B-E5B	TRPV2
HPV6B-E5B	AXL
HPV6B-E5B	MMP14
HPV6B-E5B	FNDC3B
HPV6B-E5B	ATP1A1
HPV6B-E5B	PGRMC1
HPV6B-E5B	LOX
HPV6B-E5B	TMPO
HPV6B-E5B	ITM2C
HPV6B-E5B	PLXNB2
HPV6B-E5B	ERLIN2
HPV6B-E5B	CDIPT
HPV6B-E5B	SLC25A13
HPV6B-E5B	RPN2
HPV6B-E5B	TBL2
HPV6B-E5B	SACM1L
HPV6B-E5B	CD44
HPV6B-E5B	RETSAT
HPV6B-E5B	PLD3
HPV6B-E5B	IMMT
HPV6B-E5B	DDOST
HPV6B-E5B	PTTG1IP
HPV6B-E5B	COMT
HPV6B-E5B	ATP13A1
HPV6B-E5B	C9orf167
HPV6B-E5B	GLG1
HPV6B-E5B	NCEH1
HPV6B-E5B	TMEM66
HPV6B-E5B	GGT7
HPV6B-E5B	ESYT2
HPV6B-E5B	ERBB2
HPV6B-E5B	TM9SF3
HPV6B-E5B	CHPF
HPV6B-E5B	ECE1
HPV6B-E5B	PRKCDBP
HPV6B-E5B	STT3A
HPV6B-E5B	ATP2C1
HPV6B-E5B	FAM8A1
HPV6B-E5B	ADAM10
HPV6B-E5B	FKBP8
HPV6B-E5B	PPAPDC2
HPV6B-E5B	SFXN3
HPV6B-E5B	STIM1
HPV6B-E5B	FZD6
HPV6B-E5B	CNP
HPV6B-E5B	ABHD12
HPV6B-E5B	PIEZO1
HPV6B-E5B	ATAD3A
HPV6B-E5B	CSPG4
HPV6B-E5B	RNF170
HPV6B-E5B	SRPR
HPV6B-E5B	RPL3
HPV6B-E5B	ATP2B4
HPV6B-E5B	PBXIP1
HPV6B-E5B	SLC27A4
HPV6B-E5B	ITGB1
HPV6B-E5B	SGCB
HPV6B-E5B	EMD
HPV6B-E5B	ADCY6
HPV6B-E5B	MBOAT7
HPV6B-E5B	DNAJB14
HPV6B-E5B	BSCL2
HPV6B-E5B	LRRC8A
HPV6B-E5B	ERP44
HPV6B-E5B	GAS6
HPV6B-E5B	ADAM9
HPV6B-E5B	SLC30A7
HPV6B-E5B	TMEM165
HPV6B-E5B	ASPH
HPV6B-E5B	TMEM55A
HPV6B-E5B	CCPG1
HPV6B-E5B	MYOF
HPV6B-E5B	SEC61B
HPV6B-E5B	TMEM30A
HPV6B-E5B	GRAMD1A
HPV6B-E5B	TRAM1
HPV6B-E5B	SPARC
HPV6B-E5B	TMX3
HPV6B-E5B	MICAL2
HPV6B-E5B	C20orf3
HPV6B-E5B	RPS27L
HPV6B-E5B	SEC63
HPV6B-E5B	GRAMD3
HPV6B-E5B	UFD1L
HPV6B-E5B	ESYT1
HPV6B-E5B	RPL21
HPV6B-E5B	CANX
HPV6B-E5B	RTN4
HPV6B-E5B	ERGIC1
HPV6B-E5B	MGST1
HPV6B-E5B	SSR4
HPV6B-E5B	CDKAL1
HPV6B-E5B	RRBP1
HPV6B-E5B	ZFPL1
HPV6B-E5B	LRP10
HPV6B-E5B	DNAJA3
HPV6B-E5B	CNTNAP1
HPV6B-E5B	SUN1
HPV6B-E5B	PREB
HPV6B-E5B	RDH11
HPV6B-E5B	RAP1A
HPV6B-E5B	SGCD
HPV6B-E5B	MFGE8
HPV6B-E5B	SEC22B
HPV6B-E5B	ATP2A2
HPV6B-E5B	PDGFRB
HPV6B-E5B	SLC25A22
HPV6B-E5B	KIAA1715
HPV6B-E5B	SLIRP
HPV6B-E5B	IGF2R
HPV6B-E5B	STT3B
HPV6B-E5B	MTCH2
HPV6B-E5B	LRRC59
HPV6B-E5B	CREB3L1
HPV6B-E6	PSMD13
HPV6B-E6	CCT6A
HPV6B-E6	MMP14
HPV6B-E6	UBE3A
HPV6B-E7	UBR4
HPV6B-E7	TFDP1
HPV6B-E7	SARS2
HPV6B-E7	JAK1
HPV6B-E7	VKORC1
HPV6B-E7	RBL2
HPV6B-E7	AP2A2
HPV6B-E7	RB1
HPV6B-E7	PTPN14
HPV6B-E7	LRRC16B
HPV6B-E7	RPS27L
HPV6B-E7	PTPN21
HPV6B-E7	ABHD10
HPV6B-E7	COPA
HPV6B-E7	SLAIN2
HPV6B-E7	AAK1
HPV6B-E7	COPE
HPV6B-E7	KCMF1
HPV6B-E7	PDLIM7
HPV6B-E7	UBE2A
HPV6B-E7	LOX
HPV6B-E7	FOXK1
HPV6B-E7	PCLO
HPV6B-E7	MGEA5
HPV6B-E7	AP2B1
HPV6B-E7	MRPS12
HPV6B-E7	SQRDL
HPV6B-E7	RBL1
HPV6B-E7	AP2S1
HPV6B-E7	CEP170
HPV6B-E7	AP2A1
HPV6B-E7	CNP
HPV6B-E7	AP2M1
HPV8-E6	LRPPRC
HPV8-E6	CNP
HPV8-E6	SMAD3
HPV8-E6	VKORC1
HPV8-E6	TNS3
HPV8-E6	EP300
HPV8-E6	KIAA0664
HPV8-E6	SIK3
HPV8-E6	PLEKHA5
HPV8-E6	JAK1
HPV8-E6	TRAFD1
HPV8-E6	KANK2
HPV8-E6	MBOAT7
HPV8-E6	PFN2
HPV8-E6	ZHX2
HPV8-E6	TRAM1
HPV8-E6	CCDC165
HPV8-E6	STARD13
HPV8-E6	PXN
HPV8-E6	MAML1
HPV8-E6	ATP2A2
HPV8-E6	CTTNBP2NL
HPV8-E6	IWS1
HPV8-E6	FASN
HPV8-E6	MCM5
HPV8-E6	KIAA0889
HPV8-E6	SEPT9
HPV8-E6	MTA2
HPV8-E6	HDGFRP2
HPV8-E6	VPS11
HPV8-E6	INF2
HPV8-E6	GFPT1
HPV8-E6	SRPRB
HPV8-E6	SHC1
HPV8-E6	UBR5
HPV8-E6	COL6A1
HPV8-E6	MCM3
HPV8-E6	RPL13A
HPV8-E6	PDZD11
HPV8-E6	PFKM
HPV8-E6	PPM1B
HPV8-E6	CCT6A
HPV8-E6	CREBBP
HPV8-E6	NUP153
HPV8-E6	GJA1
HPV8-E6	MMS19
HPV8-E6	SQRDL
HPV8-E6	CD2BP2
HPV8-E6	RNH1
HPV8-E6	SRRM2
HPV8-E6	PDLIM7
HPV8-E6	RPS27
HPV8-E6	LOX
HPV8-E7	PTPN14
HPV8-E7	LOX
HPV8-E7	CNP
HPV8-E7	SQRDL
HPV8-E7	PTPN21
HPV8-E7	COPA
HPV8-E7	UBR4
HPV8-E7	KCMF1
HPV8-E7	PDLIM7
HPV8-E7	MAP4
HPV8-E7	VKORC1
HPV8-E7	RBL1
HPV8-E7	WWC2
HPV8-E7	RB1
HPV8-E7	PTRF
POLYOMABK-LSTTRUNC	NSMCE4A
POLYOMABK-LSTTRUNC	ABCA13
POLYOMABK-LSTTRUNC	ANKRD30B
POLYOMABK-LSTTRUNC	BAG3
POLYOMABK-LSTTRUNC	SRP9
POLYOMABK-LSTTRUNC	CDKN1A
POLYOMABK-LSTTRUNC	NAGK
POLYOMABK-LSTTRUNC	E2F4
POLYOMABK-LSTTRUNC	CNP
POLYOMABK-LSTTRUNC	SCCPDH
POLYOMABK-LSTTRUNC	HSPBP1
POLYOMABK-LSTTRUNC	RBL2
POLYOMABK-LSTTRUNC	E2F3
POLYOMABK-LSTTRUNC	HSPA4
POLYOMABK-LSTTRUNC	STUB1
POLYOMABK-LSTTRUNC	CD44
POLYOMABK-LSTTRUNC	CCND3
POLYOMABK-LSTTRUNC	TGFBI
POLYOMABK-LSTTRUNC	PPM1B
POLYOMABK-LSTTRUNC	HSPA4L
POLYOMABK-LSTTRUNC	RB1
POLYOMABK-LSTTRUNC	CSRP1
POLYOMABK-LSTTRUNC	SMC5
POLYOMABK-LSTTRUNC	E2F5
POLYOMABK-LSTTRUNC	PCNA
POLYOMABK-LSTTRUNC	ATP2A2
POLYOMABK-LSTTRUNC	SMC6
POLYOMABK-LSTTRUNC	BAG5
POLYOMABK-LSTTRUNC	TFDP1
POLYOMABK-LSTTRUNC	GLIPR2
POLYOMABK-LSTTRUNC	SQRDL
POLYOMABK-LSTTRUNC	RBL1
POLYOMABK-LSTTRUNC	SRRM2
POLYOMABK-LSTTRUNC	CDK2
POLYOMABK-LSTTRUNC	DNAJC7
POLYOMABK-LSTTRUNC	SEC61B
POLYOMABK-LSTTRUNC	HSDL2
POLYOMABK-LSTTRUNC	BAG2
POLYOMABK-LSTTRUNC	NSMCE2
POLYOMAHPyV607A-LST	TFDP1
POLYOMAHPyV607A-LST	EMD
POLYOMAHPyV607A-LST	TRIOBP
POLYOMAHPyV607A-LST	YME1L1
POLYOMAHPyV607A-LST	TP53
POLYOMAHPyV607A-LST	PPM1B
POLYOMAHPyV607A-LST	MOGS
POLYOMAHPyV607A-LST	DNAJA1
POLYOMAHPyV607A-LST	USP7
POLYOMAHPyV607A-LST	PLD3
POLYOMAHPyV607A-LST	DNAJC7
POLYOMAHPyV607A-LST	GPX8
POLYOMAHPyV607A-LST	SCCPDH
POLYOMAHPyV607A-LST	SLIRP
POLYOMAHPyV607A-LST	NUP50
POLYOMAHPyV607A-LST	TMPO
POLYOMAHPyV607A-LST	ATP1A1
POLYOMAHPyV607A-LST	DOCK7
POLYOMAHPyV607A-LST	RBL1
POLYOMAHPyV607A-LST	PGRMC1
POLYOMAHPyV607A-LST	TRAM1
POLYOMAHPyV607A-LST	MTMR3
POLYOMAHPyV607A-LST	ATP2A2
POLYOMAHPyV607A-LST	SGCD
POLYOMAHPyV607A-LST	VKORC1
POLYOMAHPyV607A-LST	CD44
POLYOMAHPyV607A-LST	EFEMP2
POLYOMAHPyV607A-LST	STUB1
POLYOMAHPyV607A-LST	MTCH2
POLYOMAHPyV607A-LST	SQRDL
POLYOMAHPyV607A-LST	LMO7
POLYOMAHPyV607A-LST	SVIL
POLYOMAHPyV607A-LST	PGRMC2
POLYOMAHPyV607A-LST	FBN1
POLYOMAHPyV607A-LST	RACGAP1
POLYOMAHPyV607A-LST	SRPR
POLYOMAHPyV607A-LST	ASPH
POLYOMAHPyV607A-LST	GREM1
POLYOMAHPyV607A-LST	RAB18
POLYOMAHPyV607A-LST	IGF2R
POLYOMAHPyV607A-LST	TRPA1
POLYOMAHPyV607A-LST	PML
POLYOMAHPyV607A-LST	PRDX3
POLYOMAHPyV607A-LST	GLIPR2
POLYOMAHPyV607A-LST	ABHD12
POLYOMAHPyV607A-LST	HDLBP
POLYOMAHPyV607A-LST	C9orf167
POLYOMAHPyV607A-LST	TAF6L
POLYOMAHPyV607A-LST	ABCF1
POLYOMAHPyV607A-LST	PPP6R3
POLYOMAHPyV607A-LST	KIF23
POLYOMAHPyV607A-LST	PTPRK
POLYOMAHPyV607A-LST	PSMC2
POLYOMAHPyV607A-LST	SH3BP4
POLYOMAHPyV607A-LST	HSPA4
POLYOMAHPyV607A-LST	CAP1
POLYOMAHPyV607A-LST	PRAF2
POLYOMAHPyV607A-LST	UACA
POLYOMAHPyV607A-LST	TMX3
POLYOMAHPyV607A-LST	MYOF
POLYOMAHPyV607A-LST	PPM1A
POLYOMAHPyV607A-LST	LRRC14B
POLYOMAHPyV607A-LST	QPCTL
POLYOMAHPyV607A-LST	LRRC59
POLYOMAHPyV607A-LST	NOTCH2
POLYOMAHPyV607A-LST	RBL2
POLYOMAHPyV607A-LST	IKBIP
POLYOMAHPyV607A-LST	NCOA2
POLYOMAHPyV607A-LST	RUVBL2
POLYOMAHPyV607A-LST	INF2
POLYOMAHPyV607A-LST	CDCP1
POLYOMAHPyV607A-LST	PPP6R1
POLYOMAHPyV607A-LST	BAG2
POLYOMAHPyV607A-LST	DIP2B
POLYOMAHPyV607A-LST	SEC62
POLYOMAHPyV607A-LST	MAP4
POLYOMAHPyV607A-LST	RNF220
POLYOMAHPyV607A-LST	BAG5
POLYOMAHPyV607A-LST	JAK1
POLYOMAHPyV607A-LST	TACC1
POLYOMAHPyV607A-LST	BAG4
POLYOMAHPyV607A-LST	RANBP2
POLYOMAHPyV607A-LST	SRPRB
POLYOMAHPyV607A-LST	VAPA
POLYOMAHPyV607A-LST	NDUFA4
POLYOMAHPyV607A-LST	RB1
POLYOMAHPyV607A-LST	RFTN1
POLYOMAHPyV607A-LST	CSRP2
POLYOMAHPyV607A-LST	SEC61B
POLYOMAHPyV607A-LST	PPP2R1A
POLYOMAHPyV607A-LST	BAG3
POLYOMAHPyV607A-LST	NCOA3
POLYOMAHPyV607A-LST	SNX9
POLYOMAHPyV607A-LST	CNBP
POLYOMAHPyV607A-LST	KHDRBS1
POLYOMAHPyV607A-LST	ADNP
POLYOMAHPyV607A-LST	PDGFRB
POLYOMAHPyV607A-LST	PPP6R2
POLYOMAHPyV607A-LST	BCKDK
POLYOMAHPyV607A-LST	LRPPRC
POLYOMAHPyV607A-LST	ACSL3
POLYOMAHPyV607A-LST	KIAA1949
POLYOMAHPyV607A-LST	BET1
POLYOMAHPyV607A-LST	STOML2
POLYOMAHPyV607A-LST	PPM1G
POLYOMAHPyV607A-LST	ACLY
POLYOMAHPyV607A-LST	USMG5
POLYOMAHPyV607A-LST	TXNIP
POLYOMAHPyV713A-LST	ATP2A2
POLYOMAHPyV713A-LST	RPL21
POLYOMAHPyV713A-LST	LOX
POLYOMAHPyV713A-LST	COPB1
POLYOMAHPyV713A-LST	GAS6
POLYOMAHPyV713A-LST	MYLK
POLYOMAHPyV713A-LST	CD44
POLYOMAHPyV713A-LST	PPME1
POLYOMAHPyV713A-LST	DNAJC7
POLYOMAHPyV713A-LST	MARCKS
POLYOMAHPyV713A-LST	STUB1
POLYOMAHPyV713A-LST	MOGS
POLYOMAHPyV713A-LST	SRPR
POLYOMAHPyV713A-LST	SQRDL
POLYOMAHPyV713A-LST	NCOA3
POLYOMAHPyV713A-LST	PPP6R3
POLYOMAHPyV713A-LST	PFKP
POLYOMAHPyV713A-LST	PDLIM7
POLYOMAHPyV713A-LST	PPP2R1A
POLYOMAHPyV713A-LST	CCDC6
POLYOMAHPyV713A-LST	PXN
POLYOMAHPyV713A-LST	IGF2R
POLYOMAHPyV713A-LST	PPP2R2A
POLYOMAHPyV713A-LST	SEC61B
POLYOMAHPyV713A-LST	NUP50
POLYOMAHPyV713A-LST	NOTCH2
POLYOMAHPyV713A-LST	PGRMC2
POLYOMAHPyV713A-LST	EFEMP2
POLYOMAHPyV713A-LST	BAG3
POLYOMAHPyV713A-LST	PPP6R2
POLYOMAHPyV713A-LST	PPP2CB
POLYOMAHPyV713A-LST	SLIRP
POLYOMAHPyV713A-LST	SRPRB
POLYOMAHPyV713A-LST	MAP4
POLYOMAHPyV713A-LST	BSG
POLYOMAHPyV713A-LST	CSRP2
POLYOMAHPyV713A-LST	ABCF1
POLYOMAHPyV713A-LST	ACBD3
POLYOMAHPyV713A-LST	LRRC59
POLYOMAHPyV713A-LST	PPM1B
POLYOMAHPyV713A-LST	DNAJA1
POLYOMAHPyV713A-LST	ASPH
POLYOMAHPyV713A-LST	BAG5
POLYOMAHPyV713A-LST	USP7
POLYOMAHPyV713A-LST	PRDX3
POLYOMAHPyV713A-LST	NDUFA4
POLYOMAHPyV713A-LST	PRAF2
POLYOMAHPyV713A-LST	TP53
POLYOMAHPyV713A-LST	RBL2
POLYOMAHPyV713A-LST	CNN3
POLYOMAHPyV713A-LST	NCOA2
POLYOMAHPyV713A-LST	MCM3
POLYOMAHPyV713A-LST	CDCP1
POLYOMAHPyV713A-LST	E2F4
POLYOMAHPyV713A-LST	SRP9
POLYOMAHPyV713A-LST	MYOF
POLYOMAHPyV713A-LST	VKORC1
POLYOMAHPyV713A-LST	RB1
POLYOMAHPyV713A-LST	ACSL3
POLYOMAHPyV713A-LST	PPP2CA
POLYOMAHPyV713A-LST	RFTN1
POLYOMAHPyV713A-LST	IKBIP
POLYOMAHPyV713A-LST	SEPT9
POLYOMAHPyV713A-LST	DNAJB4
POLYOMAHPyV713A-LST	TMPO
POLYOMAHPyV713A-LST	CDK2
POLYOMAHPyV713A-LST	CSRP1
POLYOMAHPyV713A-LST	NAT14
POLYOMAHPyV713A-LST	PPM1G
POLYOMAHPyV713A-LST	TMX3
POLYOMAHPyV713A-LST	PDLIM5
POLYOMAHPyV713A-LST	CNP
POLYOMAHPyV713A-LST	ATP1A1
POLYOMAHPyV713A-LST	RPS27L
POLYOMAHPyV713A-LST	PPM1A
POLYOMAHPyV713A-LST	WRNIP1
POLYOMAHPyV713A-LST	CRIP2
POLYOMAHPyV713A-LST	PDXDC1
POLYOMAHPyV713A-LST	RBL1
POLYOMAHPyV713A-LST	CNBP
POLYOMAHPyV713A-LST	BAG2
POLYOMAHPyV713A-LST	MTCH2
POLYOMAHPyV713A-LST	HSPA4
POLYOMAHPyV713A-LST	ADAM9
POLYOMAHPyV713A-LST	TFDP1
POLYOMAHPyV713A-LST	RPS27
POLYOMAHPyV713A-LST	PDGFRB
POLYOMAJCCY-LST	BAG4
POLYOMAJCCY-LST	BUB3
POLYOMAJCCY-LST	STUB1
POLYOMAJCCY-LST	ATP2A2
POLYOMAJCCY-LST	SQRDL
POLYOMAJCCY-LST	RBL1
POLYOMAJCCY-LST	SCCPDH
POLYOMAJCCY-LST	TP53
POLYOMAJCCY-LST	ISG15
POLYOMAJCCY-LST	TFDP1
POLYOMAJCCY-LST	HDLBP
POLYOMAJCCY-LST	RB1
POLYOMAJCCY-LST	LRPPRC
POLYOMAJCCY-LST	BAG5
POLYOMAJCCY-LST	MYOF
POLYOMAJCCY-LST	PPM1G
POLYOMAJCCY-LST	BAG2
POLYOMAJCCY-LST	E2F4
POLYOMAJCCY-LST	DNAJB4
POLYOMAJCCY-LST	RBL2
POLYOMAJCCY-LST	SMC6
POLYOMAJCCY-LST	PDLIM5
POLYOMAJCCY-LST	E2F3
POLYOMAJCCY-LST	CDK2
POLYOMAJCCY-LST	GTF2F2
POLYOMAJCCY-LST	HSPBP1
POLYOMAJCCY-LST	RPL21
POLYOMAJCCY-LST	HSPA4
POLYOMAJCCY-LST	FN1
POLYOMAJCCY-LST	POP1
POLYOMAJCCY-LST	BAG3
POLYOMAJCCY-LST	RFTN1
POLYOMAJCCY-LST	CD44
POLYOMAJCCY-LST	DNAJC7
POLYOMAJCCY-LST	KPNA4
POLYOMAJCCY-LST	CSRP2
POLYOMAJCCY-LST	NSMCE2
POLYOMAJCCY-LST	CNP
POLYOMAJCCY-LST	PPP4R2
POLYOMAJCCY-LST	FNDC3B
POLYOMAJCMAD1-LST	PSMC3
POLYOMAJCMAD1-LST	PDLIM5
POLYOMAJCMAD1-LST	KPNA2
POLYOMAJCMAD1-LST	RAB18
POLYOMAJCMAD1-LST	CDK2
POLYOMAJCMAD1-LST	PPP4C
POLYOMAJCMAD1-LST	SFXN3
POLYOMAJCMAD1-LST	SCCPDH
POLYOMAJCMAD1-LST	HSPA4
POLYOMAJCMAD1-LST	LRPPRC
POLYOMAJCMAD1-LST	CNBP
POLYOMAJCMAD1-LST	CD44
POLYOMAJCMAD1-LST	SQRDL
POLYOMAJCMAD1-LST	PPP2R1A
POLYOMAJCMAD1-LST	PPM1B
POLYOMAJCMAD1-LST	DPP9
POLYOMAJCMAD1-LST	PUSL1
POLYOMAJCMAD1-LST	PPM1G
POLYOMAJCMAD1-LST	USMG5
POLYOMAJCMAD1-LST	SEC63
POLYOMAJCMAD1-LST	NSMCE2
POLYOMAJCMAD1-LST	ISG15
POLYOMAJCMAD1-LST	DNAJC7
POLYOMAJCMAD1-LST	HSDL2
POLYOMAJCMAD1-LST	BAG2
POLYOMAJCMAD1-LST	HDLBP
POLYOMAJCMAD1-LST	BAG3
POLYOMAJCMAD1-LST	MTCH2
POLYOMAJCMAD1-LST	SLIRP
POLYOMAJCMAD1-LST	HSPA4L
POLYOMAJCMAD1-LST	TMEM165
POLYOMAJCMAD1-LST	PSMC6
POLYOMAJCMAD1-LST	IKBIP
POLYOMAJCMAD1-LST	STUB1
POLYOMAJCMAD1-LST	CDK4
POLYOMAJCMAD1-LST	MARCKS
POLYOMAJCMAD1-LST	STEAP3
POLYOMAJCMAD1-LST	ABHD12
POLYOMAJCMAD1-LST	RTN4
POLYOMAJCMAD1-LST	TFDP1
POLYOMAJCMAD1-LST	MYOF
POLYOMAJCMAD1-LST	TMPO
POLYOMAJCMAD1-LST	CCT6A
POLYOMAJCMAD1-LST	IFIT3
POLYOMAJCMAD1-LST	SRPRB
POLYOMAJCMAD1-LST	VAPA
POLYOMAJCMAD1-LST	E2F4
POLYOMAJCMAD1-LST	PPP4R2
POLYOMAJCMAD1-LST	PDXDC1
POLYOMAJCMAD1-LST	RPS27L
POLYOMAJCMAD1-LST	ATP1A1
POLYOMAJCMAD1-LST	ACLY
POLYOMAJCMAD1-LST	BAG5
POLYOMAJCMAD1-LST	SLC25A1
POLYOMAJCMAD1-LST	NCEH1
POLYOMAJCMAD1-LST	RBL2
POLYOMAJCMAD1-LST	PBX1
POLYOMAJCMAD1-LST	CPT1A
