source target
Ath_C1535 Ath_C0008
Ath_C0540 Ath_C0735
Ath_C0540 Ath_C0012
Ath_C0540 Ath_C0018
Ath_C0540 Ath_C1132
Ath_C0645 Ath_C0631
Ath_C0645 Ath_C0956
Ath_C0645 Ath_C0004
Ath_C0645 Ath_C0001
Ath_C0505 Ath_C0771
Ath_C0505 Ath_C0011
Ath_C0505 Ath_C0036
Ath_C0505 Ath_C0353
Ath_C0771 Ath_C1080
Ath_C0771 Ath_C0011
Ath_C0771 Ath_C0001
Ath_C0771 Ath_C0036
Ath_C1534 Ath_C1535
Ath_C1534 Ath_C0014
Ath_C0825 Ath_C0445
Ath_C0825 Ath_C0663
Ath_C0825 Ath_C0008
Ath_C0636 Ath_C0639
Ath_C0636 Ath_C0008
Ath_C0639 Ath_C0012
Ath_C0639 Ath_C0394
Ath_C0329 Ath_C0943
Ath_C0329 Ath_C0321
Ath_C0329 Ath_C0002
Ath_C0329 Ath_C0065
Ath_C0344 Ath_C0920
Ath_C0344 Ath_C0919
Ath_C0344 Ath_C1227
Ath_C0344 Ath_C0031
Ath_C0344 Ath_C0344
Ath_C0920 Ath_C0415
Ath_C0920 Ath_C0008
Ath_C1130 Ath_C1906
Ath_C1130 Ath_C0515
Ath_C0726 Ath_C0536
Ath_C0726 Ath_C0005
Ath_C0726 Ath_C0006
Ath_C0726 Ath_C0155
Ath_C0536 Ath_C1042
Ath_C1516 Ath_C1517
Ath_C1516 Ath_C1515
Ath_C1516 Ath_C1324
Ath_C1516 Ath_C0011
Ath_C1516 Ath_C0004
Ath_C1516 Ath_C1269
Ath_C1518 Ath_C1517
Ath_C1518 Ath_C1519
Ath_C1518 Ath_C0005
Ath_C1518 Ath_C0001
Ath_C0435 Ath_C0825
Ath_C0435 Ath_C0008
Ath_C0435 Ath_C0009
Ath_C0435 Ath_C0428
Ath_C0526 Ath_C0733
Ath_C0526 Ath_C0004
Ath_C0733 Ath_C0340
Ath_C2099 Ath_C2187
