Official Symbol Interactor A	Official Symbol Interactor B
Jak2	Stat3
Jak2	Socs3
Ndfip1	Nedd4
Scnn1a	Nedd4l
Cbx2	Ring1
Cbx2	Ring1
Crebbp	Mitf
Mitf	Crebbp
Crebbp	Mitf
Crebbp	Ets2
Hdac4	Ywhab
Axin1	Axin1
Axin1	Ppp2ca
Axin1	Ppp2ca
Ppp2ca	Axin1
Axin1	Ppp2ca
Axin1	Axin1
Ctnnb1	Axin2
Apc	Axin2
Gsk3b	Axin2
Ctnnb1	Axin2
Axin2	Ctnnb1
Axin2	Gsk3b
Apc	Axin2
Apc	Ctnnb1
Ctnnb1	Axin1
Gsk3b	Axin1
Axin1	Gsk3b
Ctnnb1	Gsk3b
Ctnnb1	Tcf4
Ctnnb1	Apc
Ctnnb1	Gsk3b
Ctnnb1	Ctnnbip1
Ctnnb1	Cdh1
Ctnnb1	Tax1bp3
Tax1bp3	Ctnnb1
Tax1bp3	Ctnnb1
Tax1bp3	Ctnnb1
Apc	Ctnnb1
Apc	Ctnnb1
Apc	Axin1
Axin1	Map3k1
Map3k4	Axin1
Axin1	Map3k4
Map3k1	Axin1
Axin1	Map3k1
Axin1	Map3k4
Map3k4	Axin1
Axin1	Axin1
Grip1	Nrip1
Rara	Nrip1
Grip1	Nrip1
Psen1	Ctnnb1
Cdh2	Ctnnb1
Cdh1	Ctnnb1
Ctnnd1	Ctnnb1
Ctnna1	Ctnnb1
Ctnnb1	Cdh1
Ror2	Wnt5a
Trim28	Cbx1
Trim28	Cbx5
Trim28	Cbx3
Trim28	Cbx1
Trim28	Cbx3
Sirt1	Rela
Sirt1	Rela
Kif5a	Kif5b
Kif5a	Kif5c
Kif5b	Kif5a
Kif5b	Kif5c
Kif5c	Kif5b
Cdh2	Ctnnb1
Ctnnb1	Cdh2
Ctnnb1	Ctnnd1
Ctnnd1	Ctnnb1
Cbx2	H3f3a
Set	Hnrnpa2b1
Set	Cct2
Set	Pygm
Set	Eif2s1
Set	Csnk2a1
Set	Pygm
